"case_id","persona","p","risky_reward","certain_reward","model","template","age","cancer_type","answer_choice","answer_meaning","reason"
"p_0.00_ce_1000_patient_colorectal_cancer_60_forward","patient",0.0,1000,1000,"gpt-4.1-mini","forward",60,"colorectal_cancer","Option B","certain","I would choose the guaranteed 1000 recurrence-free days to maximize my quality of life and certainty in treatment outcome."
"p_0.50_ce_500_patient_lung_cancer_60_forward","patient",0.5,1000,500,"gpt-4.1-mini","forward",60,"lung_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting nothing with a 50% chance."
"p_0.50_ce_1000_doctor_colorectal_cancer_50_reversed","doctor",0.5,1000,1000,"gpt-4.1-mini","reversed",50,"colorectal_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days to maximize quality of life and avoid the risk of no benefit."
"p_0.00_ce_1000_family_colorectal_cancer_50_reversed","family",0.0,1000,1000,"gpt-4.1-mini","reversed",50,"colorectal_cancer","Option A","certain","I would prefer the guaranteed 1000 recurrence-free days to maximize quality time and certainty in my treatment outcome."
"p_0.50_ce_1000_doctor_breast_cancer_60_reversed","doctor",0.5,1000,1000,"gpt-4.1-mini","reversed",60,"breast_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days, minimizing risk and maximizing quality of life without gambling on uncertain outcomes."
"p_0.00_ce_0_doctor_colorectal_cancer_80_forward","doctor",0.0,1000,0,"gpt-4.1-mini","forward",80,"colorectal_cancer","Option B","certain","Since Option A offers no chance of recurrence-free days, I would choose the certainty of Option B, accepting the reality rather than false hope."
"p_0.50_ce_500_family_colorectal_cancer_80_forward","family",0.5,1000,500,"gpt-4.1-mini","forward",80,"colorectal_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting nothing, as I value guaranteed quality time."
"p_0.00_ce_1000_family_lung_cancer_60_forward","family",0.0,1000,1000,"gpt-4.1-mini","forward",60,"lung_cancer","Option B","certain","I would choose the guaranteed 1000 recurrence-free days to maximize quality and length of life without uncertainty."
"p_0.50_ce_1000_doctor_gstric_cancer_50_forward","doctor",0.5,1000,1000,"gpt-4.1-mini","forward",50,"gstric_cancer","Option B","certain","I prefer certainty and guaranteed benefit over risk, so a guaranteed 1000 recurrence-free days is more aligned with my risk-averse nature."
"p_0.50_ce_0_doctor_lung_cancer_50_reversed","doctor",0.5,1000,0,"gpt-4.1-mini","reversed",50,"lung_cancer","Option B","risky","I prefer to take a chance on the possibility of a significant recurrence-free period rather than accepting no benefit at all."
"p_0.00_ce_0_doctor_gstric_cancer_50_reversed","doctor",0.0,1000,0,"gpt-4.1-mini","reversed",50,"gstric_cancer","Option A","certain","Option A guarantees no recurrence-free days, while Option B offers zero probability of any benefit, making Option A the more certain and rational choice."
"p_0.50_ce_1000_patient_breast_cancer_50_reversed","patient",0.5,1000,1000,"gpt-4.1-mini","reversed",50,"breast_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days rather than taking a risk with only a 50% chance."
"p_0.00_ce_0_patient_lung_cancer_70_reversed","patient",0.0,1000,0,"gpt-4.1-mini","reversed",70,"lung_cancer","Option A","certain","I prefer the certainty of knowing my situation rather than hoping for an unlikely positive outcome that has a 0% chance."
"p_0.50_ce_1000_doctor_lung_cancer_70_forward","doctor",0.5,1000,1000,"gpt-4.1-mini","forward",70,"lung_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days over the risk of potentially receiving nothing, prioritizing stability in my treatment outcome."
"p_0.50_ce_0_doctor_gstric_cancer_70_reversed","doctor",0.5,1000,0,"gpt-4.1-mini","reversed",70,"gstric_cancer","Option B","risky","I prefer to take the chance for a meaningful period of recurrence-free survival rather than accept certain immediate recurrence."
"p_0.50_ce_0_family_lung_cancer_80_reversed","family",0.5,1000,0,"gpt-4.1-mini","reversed",80,"lung_cancer","Option B","risky","I would prefer to take the chance for a significant recurrence-free period rather than have none at all, valuing quality time if it is possible."
"p_0.50_ce_0_family_gstric_cancer_60_forward","family",0.5,1000,0,"gpt-4.1-mini","forward",60,"gstric_cancer","Option A","risky","I prefer to take a chance at gaining significant recurrence-free time rather than accepting a guaranteed outcome of zero days."
"p_0.00_ce_0_patient_gstric_cancer_70_forward","patient",0.0,1000,0,"gpt-4.1-mini","forward",70,"gstric_cancer","Option B","certain","Since Option A offers no chance of recurrence-free days, I prefer the certainty of Option B even though it guarantees none."
"p_0.00_ce_0_family_gstric_cancer_50_reversed","family",0.0,1000,0,"gpt-4.1-mini","reversed",50,"gstric_cancer","Option A","certain","I prefer certainty over uncertainty, even if the outcome is poor, to avoid false hope or unexpected risks."
"p_0.00_ce_0_family_gstric_cancer_60_reversed","family",0.0,1000,0,"gpt-4.1-mini","reversed",60,"gstric_cancer","Option A","certain","I prefer certainty even if the outcome is poor, rather than hoping for an unlikely benefit that has no chance of occurring."
"p_0.00_ce_0_family_colorectal_cancer_50_reversed","family",0.0,1000,0,"gpt-4.1-mini","reversed",50,"colorectal_cancer","Option A","certain","Choosing a guaranteed outcome provides clarity and certainty, avoiding the risk of receiving no benefit at all."
"p_0.00_ce_1000_family_prostate_cancer_80_forward","family",0.0,1000,1000,"gpt-4.1-mini","forward",80,"prostate_cancer","Option B","certain","I value certainty and would prefer to have a guaranteed 1000 recurrence-free days rather than risk getting none."
"p_1.00_ce_1000_doctor_gstric_cancer_50_reversed","doctor",1.0,1000,1000,"gpt-4.1-mini","reversed",50,"gstric_cancer","Option A","certain","Both options offer the same outcome and certainty, but Option A's wording feels more definitive, aligning with my preference for guaranteed treatment benefits."
"p_0.50_ce_1000_patient_colorectal_cancer_80_forward","patient",0.5,1000,1000,"gpt-4.1-mini","forward",80,"colorectal_cancer","Option B","certain","At my age and with limited treatment options, I prefer the certainty of guaranteed recurrence-free days rather than risking getting no benefit at all."
"p_0.00_ce_500_patient_gstric_cancer_60_reversed","patient",0.0,1000,500,"gpt-4.1-mini","reversed",60,"gstric_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting no benefit at all with the other option."
"p_0.00_ce_0_patient_colorectal_cancer_80_reversed","patient",0.0,1000,0,"gpt-4.1-mini","reversed",80,"colorectal_cancer","Option A","certain","I would choose the certainty of knowing the outcome rather than an option offering no chance of benefit, as it allows me to prepare mentally and emotionally."
"p_0.50_ce_500_patient_prostate_cancer_60_reversed","patient",0.5,1000,500,"gpt-4.1-mini","reversed",60,"prostate_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting nothing with the 50% chance option."
"p_1.00_ce_1000_patient_lung_cancer_60_reversed","patient",1.0,1000,1000,"gpt-4.1-mini","reversed",60,"lung_cancer","Option A","certain","Both options offer the same outcome with certainty, but Option A explicitly guarantees 1000 recurrence-free days, which feels more reassuring and straightforward to me."
"p_0.00_ce_500_doctor_prostate_cancer_50_reversed","doctor",0.0,1000,500,"gpt-4.1-mini","reversed",50,"prostate_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risk having no benefit at all with Option B."
"p_1.00_ce_500_patient_gstric_cancer_70_forward","patient",1.0,1000,500,"gpt-4.1-mini","forward",70,"gstric_cancer","Option A","risky","I prefer the longer guaranteed recurrence-free period to maximize quality time and hope for the best outcome."
"p_0.00_ce_1000_patient_colorectal_cancer_50_reversed","patient",0.0,1000,1000,"gpt-4.1-mini","reversed",50,"colorectal_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days to maximize quality time, rather than facing a drug with no chance of benefit."
"p_0.00_ce_0_doctor_colorectal_cancer_60_forward","doctor",0.0,1000,0,"gpt-4.1-mini","forward",60,"colorectal_cancer","Option B","certain","Since Option A offers no chance of recurrence-free days and Option B guarantees zero recurrence-free days, both are effectively equivalent, but certainty allows for clear expectations and planning."
"p_0.00_ce_500_patient_breast_cancer_70_forward","patient",0.0,1000,500,"gpt-4.1-mini","forward",70,"breast_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit at all."
"p_0.00_ce_1000_family_breast_cancer_80_reversed","family",0.0,1000,1000,"gpt-4.1-mini","reversed",80,"breast_cancer","Option A","certain","I would choose the guaranteed 1000 recurrence-free days as certainty provides peace of mind and the best chance for quality life during that time."
"p_0.00_ce_0_doctor_colorectal_cancer_50_forward","doctor",0.0,1000,0,"gpt-4.1-mini","forward",50,"colorectal_cancer","Option B","certain","Since Option A offers a 0% chance of benefit, I would choose the guaranteed outcome of Option B for clarity and certainty in managing expectations."
"p_0.00_ce_0_doctor_prostate_cancer_70_reversed","doctor",0.0,1000,0,"gpt-4.1-mini","reversed",70,"prostate_cancer","Option A","certain","I would choose the guaranteed outcome of no recurrence-free days rather than an option with zero chance of 1000 recurrence-free days, as the second option offers no tangible benefit."
"p_0.50_ce_1000_doctor_breast_cancer_80_reversed","doctor",0.5,1000,1000,"gpt-4.1-mini","reversed",80,"breast_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days to minimize risk and ensure stability in my health."
"p_1.00_ce_1000_doctor_colorectal_cancer_80_reversed","doctor",1.0,1000,1000,"gpt-4.1-mini","reversed",80,"colorectal_cancer","Option A","certain","Both options offer the same certainty of 1000 recurrence-free days, but Option A's wording emphasizes a guarantee, which aligns with a preference for absolute certainty in treatment outcomes."
"p_0.50_ce_0_family_gstric_cancer_70_reversed","family",0.5,1000,0,"gpt-4.1-mini","reversed",70,"gstric_cancer","Option B","risky","I would prefer the chance of having a meaningful period of recurrence-free days, even if it's uncertain, rather than having none at all."
"p_1.00_ce_1000_family_prostate_cancer_70_forward","family",1.0,1000,1000,"gpt-4.1-mini","forward",70,"prostate_cancer","Option B","certain","I prefer certainty in treatment outcomes to avoid any risk or variability in recurrence-free days."
"p_1.00_ce_0_patient_gstric_cancer_50_reversed","patient",1.0,1000,0,"gpt-4.1-mini","reversed",50,"gstric_cancer","Option B","risky","I would choose the drug that guarantees 1000 recurrence-free days as it offers a significant period of improved quality of life and time, which is invaluable in advanced-stage cancer."
"p_0.50_ce_1000_doctor_prostate_cancer_50_forward","doctor",0.5,1000,1000,"gpt-4.1-mini","forward",50,"prostate_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days to avoid unnecessary risk in managing advanced-stage prostate cancer."
"p_1.00_ce_0_patient_prostate_cancer_80_reversed","patient",1.0,1000,0,"gpt-4.1-mini","reversed",80,"prostate_cancer","Option B","risky","I would choose the drug that offers 1000 recurrence-free days because it provides a significant period of better quality of life and more time without cancer recurrence."
"p_0.50_ce_0_patient_prostate_cancer_50_forward","patient",0.5,1000,0,"gpt-4.1-mini","forward",50,"prostate_cancer","Option A","risky","I prefer to take a chance at gaining significant recurrence-free time rather than accepting no benefit with certainty."
"p_0.00_ce_500_family_prostate_cancer_70_reversed","family",0.0,1000,500,"gpt-4.1-mini","reversed",70,"prostate_cancer","Option A","certain","I prefer a guaranteed outcome of 500 recurrence-free days rather than risking no benefit at all."
"p_0.50_ce_0_family_lung_cancer_50_reversed","family",0.5,1000,0,"gpt-4.1-mini","reversed",50,"lung_cancer","Option B","risky","I prefer to take the chance of having a significant period of recurrence-free days rather than accepting no benefit at all."
"p_0.00_ce_1000_patient_breast_cancer_80_reversed","patient",0.0,1000,1000,"gpt-4.1-mini","reversed",80,"breast_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days to maintain quality of life, rather than risking no benefit at all."
"p_0.50_ce_500_doctor_breast_cancer_80_reversed","doctor",0.5,1000,500,"gpt-4.1-mini","reversed",80,"breast_cancer","Option A","certain","I prefer the certainty of a guaranteed 500 recurrence-free days rather than taking a 50% risk on potentially more days, valuing stability at my age."
